type,release_year,rating,listed_in,content_age,added_year,added_month,movie_duration_minutes,season_count,genre_count,cast_count,primary_country
Movie,2019,PG,"Dramas, Sports Movies",7,2020,5,104.0,,2,8,United States
Movie,2013,TV-14,Stand-Up Comedy,13,2020,5,76.0,,1,1,United States
Movie,2020,PG,"Children & Family Movies, Dramas, Romantic Movies",6,2020,5,90.0,,3,10,United States
Movie,2020,R,"Dramas, Independent Movies, Thrillers",6,2020,5,103.0,,3,9,United States
TV Show,2015,TV-PG,"Docuseries, Science & Nature TV",11,2020,5,,1.0,2,1,Unknown
TV Show,2009,TV-14,Docuseries,17,2020,5,,1.0,1,13,United States
Movie,2020,R,"Dramas, Independent Movies",6,2020,5,122.0,,2,7,United States
Movie,2018,TV-MA,Documentaries,8,2020,5,97.0,,1,1,United States
Movie,2019,TV-MA,"International Movies, Thrillers",7,2020,5,98.0,,2,8,France
Movie,2020,TV-Y,Children & Family Movies,6,2020,5,42.0,,1,9,United States
TV Show,2020,TV-MA,TV Dramas,6,2020,5,,1.0,1,11,United States
Movie,2013,TV-MA,"Documentaries, LGBTQ Movies",13,2020,5,90.0,,2,1,United States
Movie,2008,PG,"Children & Family Movies, Comedies",18,2020,5,91.0,,2,10,United States
TV Show,2019,TV-Y,Kids' TV,7,2020,5,,4.0,1,4,Russia
Movie,2012,TV-14,"Comedies, Dramas, International Movies",14,2020,5,94.0,,3,10,South Africa
TV Show,2019,TV-MA,"International TV Shows, TV Dramas",7,2020,5,,3.0,2,4,Italy
TV Show,2014,TV-PG,"Anime Series, Romantic TV Shows",12,2020,5,,1.0,2,12,Japan
Movie,2020,TV-MA,"International Movies, Thrillers",6,2020,5,107.0,,2,4,India
TV Show,2020,TV-G,"Kids' TV, TV Comedies",6,2020,5,,1.0,2,4,Canada
Movie,2020,TV-MA,"Horror Movies, International Movies, Thrillers",6,2020,5,143.0,,3,5,India
TV Show,2019,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",7,2020,5,,1.0,3,12,Australia
Movie,2020,PG-13,"Comedies, Dramas, LGBTQ Movies",6,2020,5,105.0,,3,9,United States
Movie,2007,R,"Comedies, Romantic Movies",19,2020,5,116.0,,2,10,United States
Movie,2020,TV-Y,Children & Family Movies,6,2020,5,23.0,,1,7,Unknown
Movie,2020,TV-Y,Children & Family Movies,6,2020,5,23.0,,1,10,Unknown
Movie,2020,TV-Y,Children & Family Movies,6,2020,5,23.0,,1,7,Unknown
Movie,2003,PG,"Children & Family Movies, Comedies",23,2020,5,105.0,,2,8,United States
Movie,2020,TV-14,Thrillers,6,2020,4,97.0,,1,6,United States
TV Show,2020,TV-14,"Anime Series, International TV Shows",6,2020,4,,1.0,2,18,Japan
TV Show,2019,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",7,2020,4,,7.0,3,11,United States
TV Show,2019,TV-PG,"TV Dramas, TV Sci-Fi & Fantasy",7,2020,4,,5.0,2,10,United States
Movie,2020,TV-14,"Comedies, International Movies, Romantic Movies",6,2020,4,105.0,,3,9,Brazil
TV Show,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",6,2020,4,,1.0,3,11,Japan
TV Show,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",6,2020,4,,1.0,3,10,Taiwan
Movie,2020,TV-14,"Documentaries, LGBTQ Movies",6,2020,4,83.0,,2,1,United States
Movie,2016,TV-PG,"Dramas, International Movies",10,2020,4,109.0,,2,10,Turkey
TV Show,2020,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows",6,2020,4,,1.0,3,7,South Korea
Movie,2019,TV-14,"Comedies, Dramas, International Movies",7,2020,4,111.0,,3,9,Nigeria
Movie,2020,TV-MA,Documentaries,6,2020,4,97.0,,1,1,United States
TV Show,2020,TV-G,"British TV Shows, International TV Shows, Reality TV",6,2020,4,,1.0,3,1,United Kingdom
Movie,2019,TV-14,"Action & Adventure, Comedies, Dramas",7,2020,4,132.0,,3,6,India
TV Show,2017,TV-MA,"International TV Shows, TV Dramas",9,2020,4,,2.0,2,12,South Africa
Movie,2006,TV-MA,"Comedies, Dramas, International Movies",20,2020,4,102.0,,3,10,Turkey
Movie,2016,TV-MA,"Action & Adventure, Comedies, International Movies",10,2020,4,107.0,,3,4,Turkey
Movie,2008,TV-MA,"Comedies, International Movies",18,2020,4,100.0,,2,8,Egypt
Movie,2011,TV-14,"Comedies, Dramas, International Movies",15,2020,4,115.0,,3,8,Turkey
Movie,2016,TV-MA,"Comedies, International Movies, Music & Musicals",10,2020,4,104.0,,3,4,Turkey
Movie,2017,TV-MA,"Dramas, Independent Movies, International Movies",9,2020,4,110.0,,3,10,Italy
Movie,2016,TV-MA,"Comedies, International Movies",10,2020,4,100.0,,2,4,Turkey
Movie,2010,TV-MA,"Comedies, International Movies",16,2020,4,111.0,,2,10,Unknown
Movie,2009,TV-14,"Comedies, International Movies",17,2020,4,108.0,,2,10,Turkey
Movie,2005,TV-14,"Action & Adventure, Comedies, International Movies",21,2020,4,104.0,,3,11,Turkey
Movie,2019,PG-13,"Dramas, Faith & Spirituality",7,2020,4,116.0,,2,10,United States
Movie,2012,TV-14,"Action & Adventure, Comedies, International Movies",14,2020,4,106.0,,3,10,Egypt
Movie,2019,TV-14,"Comedies, International Movies",7,2020,4,96.0,,2,8,Romania
Movie,2020,TV-MA,"Dramas, International Movies, Romantic Movies",6,2020,4,140.0,,3,8,India
Movie,2020,TV-MA,"Dramas, Independent Movies, International Movies",6,2020,4,107.0,,3,10,India
TV Show,2020,TV-PG,"Docuseries, Science & Nature TV",6,2020,4,,1.0,2,1,United States
TV Show,2020,TV-MA,"British TV Shows, International TV Shows, TV Action & Adventure",6,2020,4,,4.0,3,14,United Kingdom
Movie,2020,TV-14,"Action & Adventure, Comedies, International Movies",6,2020,4,138.0,,3,5,India
Movie,2010,TV-MA,"Comedies, Dramas, International Movies",16,2020,4,132.0,,3,4,Egypt
TV Show,2017,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",9,2020,4,,1.0,3,8,South Korea
Movie,2005,TV-MA,"Documentaries, Music & Musicals",21,2020,4,208.0,,2,10,United Kingdom
Movie,2006,TV-14,"Comedies, International Movies",20,2020,4,105.0,,2,8,Egypt
Movie,2011,PG-13,"Comedies, Dramas, Independent Movies",15,2020,4,101.0,,3,12,France
Movie,2010,TV-14,"Action & Adventure, International Movies",16,2020,4,124.0,,2,6,Egypt
Movie,2009,TV-14,"Dramas, International Movies, Sports Movies",17,2020,4,93.0,,3,6,Egypt
Movie,2008,TV-14,"Dramas, International Movies",18,2020,4,110.0,,2,5,Egypt
Movie,2009,TV-14,"Comedies, Dramas, International Movies",17,2020,4,115.0,,3,8,Egypt
TV Show,2019,TV-14,"International TV Shows, TV Dramas",7,2020,4,,1.0,2,6,Unknown
TV Show,2020,TV-MA,"British TV Shows, International TV Shows, TV Comedies",6,2020,4,,2.0,3,8,United Kingdom
TV Show,2011,TV-PG,"Kids' TV, TV Comedies",15,2020,4,,1.0,2,9,Unknown
Movie,2019,TV-14,"International Movies, Thrillers",7,2020,4,107.0,,2,6,India
TV Show,2020,TV-MA,"International TV Shows, TV Dramas, Teen TV Shows",6,2020,4,,1.0,3,10,Turkey
Movie,2020,TV-MA,Stand-Up Comedy,6,2020,4,72.0,,1,1,India
TV Show,2020,TV-14,"Anime Series, Crime TV Shows, International TV Shows",6,2020,4,,1.0,3,13,Japan
Movie,2016,TV-G,"Comedies, International Movies",10,2020,4,107.0,,2,10,Indonesia
Movie,2019,TV-14,"Comedies, International Movies",7,2020,4,95.0,,2,8,Indonesia
TV Show,2020,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",6,2020,4,,3.0,3,9,Mexico
Movie,2019,TV-14,"Dramas, International Movies",7,2020,4,180.0,,2,8,Indonesia
Movie,2020,TV-MA,"International Movies, Thrillers",6,2020,4,135.0,,2,5,South Korea
TV Show,2020,TV-PG,"Docuseries, Science & Nature TV, TV Comedies",6,2020,4,,1.0,3,1,United States
Movie,2020,TV-MA,"Documentaries, LGBTQ Movies",6,2020,4,87.0,,2,1,United States
Movie,2018,TV-MA,"International Movies, Thrillers",8,2020,4,94.0,,2,11,Poland
Movie,2019,TV-MA,"Dramas, International Movies",7,2020,4,105.0,,2,8,Nigeria
Movie,2019,TV-MA,"International Movies, Thrillers",7,2020,4,93.0,,2,10,Spain
Movie,2020,PG,"Children & Family Movies, Comedies",6,2020,4,92.0,,2,8,Canada
TV Show,2020,TV-14,"British TV Shows, International TV Shows, Reality TV",6,2020,4,,1.0,3,1,United Kingdom
TV Show,2006,TV-14,"Anime Series, International TV Shows",20,2020,4,,5.0,2,7,Japan
TV Show,2020,TV-MA,TV Comedies,6,2020,4,,1.0,1,2,United States
TV Show,2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8,2020,4,,1.0,3,9,Puerto Rico
TV Show,2020,TV-MA,Reality TV,6,2020,4,,1.0,1,2,United States
TV Show,2020,TV-MA,TV Comedies,6,2020,4,,1.0,1,17,United States
Movie,2020,TV-14,"Comedies, Dramas, International Movies",6,2020,4,144.0,,3,10,India
TV Show,2019,TV-Y,Kids' TV,7,2020,4,,1.0,1,1,India
TV Show,2020,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows",6,2020,4,,1.0,3,7,South Korea
TV Show,2020,TV-MA,TV Comedies,6,2020,4,,1.0,1,7,United States
Movie,2018,TV-MA,"Comedies, International Movies",8,2020,4,101.0,,2,8,Turkey
Movie,2020,TV-MA,"Dramas, International Movies, Thrillers",6,2020,4,81.0,,3,4,France
TV Show,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",6,2020,4,,2.0,3,10,Mexico
TV Show,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",6,2020,4,,1.0,3,8,India
Movie,2020,TV-MA,"Dramas, International Movies",6,2020,4,95.0,,2,5,Germany
Movie,2020,R,"Dramas, Independent Movies",6,2020,4,119.0,,2,5,United States
Movie,2019,TV-MA,"International Movies, Thrillers",7,2020,4,121.0,,2,10,Spain
Movie,2019,TV-MA,"Comedies, Dramas, International Movies",7,2020,4,88.0,,3,10,Uruguay
TV Show,2020,TV-MA,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",6,2020,4,,2.0,3,1,France
TV Show,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",6,2020,4,,3.0,3,12,Israel
Movie,2016,PG-13,Comedies,10,2020,4,106.0,,1,12,United States
Movie,2015,PG,"Children & Family Movies, Dramas, Music & Musicals",11,2020,4,119.0,,3,10,United States
Movie,2020,TV-MA,Stand-Up Comedy,6,2020,4,63.0,,1,1,Brazil
Movie,2015,R,Comedies,11,2020,4,82.0,,1,10,United States
Movie,2019,TV-G,"Children & Family Movies, Comedies, International Movies",7,2020,4,95.0,,3,9,Turkey
Movie,2018,TV-14,"Dramas, International Movies, Romantic Movies",8,2020,4,93.0,,3,9,Philippines
Movie,2019,TV-PG,"Comedies, Dramas, Independent Movies",7,2020,4,120.0,,3,10,India
TV Show,2020,TV-MA,"Crime TV Shows, Docuseries",6,2020,4,,1.0,2,1,United States
Movie,2020,TV-MA,"Dramas, International Movies, Romantic Movies",6,2020,4,147.0,,3,5,India
Movie,2020,TV-MA,Stand-Up Comedy,6,2020,4,55.0,,1,1,United States
Movie,2018,TV-14,"Dramas, International Movies",8,2020,4,107.0,,2,10,Nigeria
Movie,2018,TV-14,"Comedies, Dramas, International Movies",8,2020,4,92.0,,3,9,Nigeria
Movie,2019,TV-14,Documentaries,7,2020,4,85.0,,1,1,United States
Movie,2019,TV-MA,"Action & Adventure, Independent Movies, International Movies",7,2020,4,98.0,,3,7,Canada
TV Show,2020,TV-MA,TV Comedies,6,2020,4,,1.0,1,4,United States
Movie,2020,TV-MA,"Documentaries, International Movies, Music & Musicals",6,2020,4,92.0,,3,1,United States
Movie,2020,TV-MA,"Comedies, International Movies, Romantic Movies",6,2020,4,101.0,,3,9,United Kingdom
Movie,2019,TV-MA,"Comedies, Dramas, International Movies",7,2020,4,112.0,,3,13,France
Movie,2020,TV-G,"Children & Family Movies, Comedies, Sports Movies",6,2020,4,103.0,,3,9,United States
TV Show,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",7,2020,4,,1.0,3,14,Italy
Movie,2020,PG,Dramas,6,2020,4,91.0,,1,8,United States
TV Show,2019,TV-14,"Anime Series, International TV Shows, Romantic TV Shows",7,2020,4,,2.0,3,16,Japan
TV Show,2020,TV-MA,"International TV Shows, Reality TV",6,2020,4,,1.0,2,1,Unknown
Movie,2019,TV-MA,"Comedies, Dramas, International Movies",7,2020,4,96.0,,3,6,Philippines
Movie,2010,PG,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",16,2020,4,104.0,,3,14,United States
Movie,2017,TV-MA,Stand-Up Comedy,9,2020,4,66.0,,1,1,United States
Movie,2019,TV-MA,"Dramas, Independent Movies",7,2020,4,83.0,,2,6,United States
Movie,2017,R,"Dramas, Independent Movies",9,2020,4,111.0,,2,7,United States
Movie,2019,TV-MA,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",7,2020,4,90.0,,3,7,United States
Movie,2017,R,"Dramas, Independent Movies, Thrillers",9,2020,4,121.0,,3,11,Ireland
Movie,2019,R,Action & Adventure,7,2020,4,121.0,,1,8,United States
TV Show,2013,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",13,2020,4,,2.0,3,6,Chile
Movie,2020,TV-MA,"Action & Adventure, Comedies",6,2020,4,88.0,,2,4,United States
TV Show,2019,TV-14,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",7,2020,4,,2.0,3,8,United States
Movie,2020,TV-MA,"Documentaries, International Movies",6,2020,4,57.0,,2,1,Spain
Movie,2017,R,"Comedies, Dramas, Independent Movies",9,2020,4,107.0,,3,10,United Kingdom
Movie,2020,TV-14,"Action & Adventure, Anime Features, International Movies",6,2020,4,5.0,,3,1,Japan
Movie,2019,TV-PG,"Anime Features, International Movies, Sci-Fi & Fantasy",7,2020,4,91.0,,3,3,Japan
Movie,1990,TV-14,"Dramas, International Movies",36,2020,4,174.0,,2,10,India
Movie,2015,TV-14,"Action & Adventure, Dramas, International Movies",11,2020,4,155.0,,3,8,India
Movie,2012,TV-Y7,Children & Family Movies,14,2020,4,87.0,,1,9,India
TV Show,2015,TV-14,TV Comedies,11,2020,4,,6.0,1,9,United States
Movie,2020,TV-MA,Stand-Up Comedy,6,2020,4,77.0,,1,1,Sweden
Movie,2008,TV-14,"Comedies, Dramas, International Movies",18,2020,4,142.0,,3,8,India
Movie,1984,TV-14,"Action & Adventure, Dramas, International Movies",42,2020,4,170.0,,3,10,India
Movie,1998,TV-14,"Comedies, Dramas, International Movies",28,2020,4,165.0,,3,8,India
Movie,1980,TV-14,"Action & Adventure, Dramas, International Movies",46,2020,4,161.0,,3,10,India
Movie,2013,TV-14,"Comedies, Dramas, International Movies",13,2020,4,144.0,,3,8,India
Movie,1993,TV-14,"Action & Adventure, Dramas, International Movies",33,2020,4,149.0,,3,10,India
Movie,2014,TV-14,"Comedies, Dramas, International Movies",12,2020,4,135.0,,3,8,India
TV Show,2020,TV-MA,"Crime TV Shows, Docuseries",6,2020,4,,1.0,2,1,United States
Movie,2014,TV-14,"Comedies, International Movies, Romantic Movies",12,2020,4,131.0,,3,10,India
Movie,2005,TV-14,"Horror Movies, International Movies, Thrillers",21,2020,4,126.0,,3,8,India
Movie,2006,TV-14,"Dramas, International Movies, Romantic Movies",20,2020,4,192.0,,3,7,India
Movie,2001,TV-14,"Dramas, International Movies",25,2020,4,209.0,,2,10,India
Movie,2003,TV-14,"Comedies, Dramas, International Movies",23,2020,4,187.0,,3,8,India
Movie,2016,TV-14,"Comedies, Dramas, International Movies",10,2020,4,138.0,,3,6,India
Movie,1998,TV-14,"Comedies, Dramas, International Movies",28,2020,4,185.0,,3,11,India
Movie,2015,TV-14,"Comedies, International Movies, Romantic Movies",11,2020,4,143.0,,3,8,India
TV Show,2020,TV-MA,"British TV Shows, International TV Shows, TV Comedies",6,2020,4,,3.0,3,1,United Kingdom
Movie,2014,TV-Y7,"Children & Family Movies, Sports Movies",12,2020,4,97.0,,2,1,India
Movie,1987,TV-14,"Action & Adventure, Comedies, Dramas",39,2020,4,172.0,,3,8,India
TV Show,2019,TV-Y7,"Anime Series, Kids' TV",7,2020,4,,3.0,2,7,Unknown
TV Show,1986,TV-14,Anime Series,40,2020,4,,6.0,1,9,Japan
Movie,2020,TV-MA,"Dramas, Independent Movies, International Movies",6,2020,4,103.0,,3,6,India
TV Show,2020,TV-MA,"British TV Shows, Docuseries, International TV Shows",6,2020,4,,2.0,3,1,United Kingdom
TV Show,2020,TV-MA,TV Comedies,6,2020,4,,1.0,1,8,United States
Movie,2017,TV-G,Children & Family Movies,9,2020,4,83.0,,1,11,Netherlands
Movie,2010,R,"Dramas, Independent Movies, Music & Musicals",16,2020,4,107.0,,3,11,United States
TV Show,2020,TV-MA,"British TV Shows, International TV Shows, TV Comedies",6,2020,4,,3.0,3,10,United Kingdom
Movie,2014,TV-14,"Comedies, Dramas, International Movies",12,2020,4,114.0,,3,8,India
TV Show,2020,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",6,2020,4,,2.0,3,6,China
Movie,2018,R,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",8,2020,4,93.0,,3,5,United States
Movie,2020,TV-Y7,Children & Family Movies,6,2020,3,85.0,,1,5,India
TV Show,2019,TV-G,"Kids' TV, TV Comedies, TV Dramas",7,2020,3,,1.0,3,3,India
TV Show,2019,TV-Y7,Kids' TV,7,2020,3,,1.0,1,2,Unknown
Movie,2020,TV-MA,Stand-Up Comedy,6,2020,3,85.0,,1,1,United States
Movie,2016,PG,"Children & Family Movies, Dramas, Sports Movies",10,2020,3,131.0,,3,10,United States
Movie,2017,TV-MA,"Dramas, Independent Movies, Sports Movies",9,2020,3,101.0,,3,11,Canada
Movie,2019,TV-MA,"Dramas, Independent Movies, International Movies",7,2020,3,107.0,,3,10,India
Movie,2018,TV-14,Thrillers,8,2020,3,84.0,,1,11,United States
Movie,2019,R,"Documentaries, Sports Movies",7,2020,3,104.0,,2,1,Canada
TV Show,2019,TV-Y,Kids' TV,7,2020,3,,1.0,1,4,Unknown
Movie,2020,TV-14,"Comedies, Dramas, International Movies",6,2020,3,160.0,,3,6,India
TV Show,2020,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows",6,2020,3,,1.0,3,7,South Korea
Movie,2019,R,Action & Adventure,7,2020,3,103.0,,1,10,United States
Movie,2020,TV-Y,"Children & Family Movies, Comedies",6,2020,3,46.0,,2,11,United States
TV Show,2019,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Comedies",7,2020,3,,2.0,3,10,United States
TV Show,2019,TV-MA,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",7,2020,3,,1.0,3,4,India
Movie,2020,TV-MA,"Comedies, Dramas, International Movies",6,2020,3,112.0,,3,6,India
TV Show,2020,TV-MA,"Crime TV Shows, TV Dramas, TV Thrillers",6,2020,3,,3.0,3,8,United States
Movie,2020,TV-MA,"Action & Adventure, International Movies",6,2020,3,83.0,,2,9,Canada
Movie,2019,TV-14,"Documentaries, International Movies",7,2020,3,72.0,,2,1,Canada
Movie,2020,TV-Y,Children & Family Movies,6,2020,3,24.0,,1,7,Canada
Movie,2020,TV-MA,"Dramas, Independent Movies",6,2020,3,104.0,,2,8,United States
TV Show,2020,TV-MA,"International TV Shows, Korean TV Shows, Reality TV",6,2020,3,,1.0,3,1,Unknown
Movie,2019,TV-Y,Children & Family Movies,7,2020,3,72.0,,1,5,Hungary
TV Show,2020,TV-MA,"Anime Series, International TV Shows",6,2020,3,,2.0,2,38,Unknown
Movie,2019,TV-MA,"Dramas, International Movies, Romantic Movies",7,2020,3,113.0,,3,6,Thailand
Movie,2020,TV-G,"Documentaries, International Movies",6,2020,3,21.0,,2,1,Germany
TV Show,2020,TV-MA,"International TV Shows, TV Dramas",6,2020,3,,1.0,2,16,Germany
Movie,2019,PG,"Children & Family Movies, Documentaries, Sports Movies",7,2020,3,100.0,,3,1,United States
Movie,2020,R,Documentaries,6,2020,3,108.0,,1,1,United States
Movie,2018,TV-MA,"Dramas, International Movies",8,2020,3,99.0,,2,11,Hungary
Movie,2020,TV-MA,"Independent Movies, International Movies, Thrillers",6,2020,3,104.0,,3,4,Spain
Movie,2020,TV-MA,Stand-Up Comedy,6,2020,3,70.0,,1,1,United States
TV Show,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",6,2020,3,,1.0,3,7,Austria
TV Show,2020,TV-14,"International TV Shows, Reality TV",6,2020,3,,1.0,2,7,Taiwan
TV Show,2020,TV-Y,Kids' TV,6,2020,3,,2.0,1,12,Unknown
Movie,2020,TV-14,"Documentaries, International Movies, Sports Movies",6,2020,3,93.0,,3,1,Argentina
TV Show,2020,TV-Y7,"Kids' TV, TV Comedies",6,2020,3,,2.0,2,6,Unknown
TV Show,2020,TV-Y7,"Anime Series, Kids' TV",6,2020,3,,2.0,2,33,United States
Movie,2017,TV-14,"Dramas, Independent Movies, International Movies",9,2020,3,95.0,,3,7,Mexico
TV Show,2020,TV-PG,"Kids' TV, TV Dramas, Teen TV Shows",6,2020,3,,4.0,3,16,United States
TV Show,2020,TV-MA,TV Dramas,6,2020,3,,1.0,1,6,United States
TV Show,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",6,2020,3,,1.0,3,8,India
TV Show,2020,TV-14,"British TV Shows, International TV Shows, TV Dramas",6,2020,3,,1.0,3,9,United Kingdom
TV Show,2020,TV-PG,"British TV Shows, International TV Shows, TV Action & Adventure",6,2020,3,,1.0,3,13,United Kingdom
TV Show,2020,TV-MA,"Crime TV Shows, Docuseries",6,2020,3,,1.0,2,1,United States
Movie,2020,TV-MA,"Dramas, International Movies, Sports Movies",6,2020,3,109.0,,3,6,Italy
TV Show,2020,TV-MA,"International TV Shows, TV Dramas, TV Horror",6,2020,3,,1.0,3,12,France
Movie,2019,R,"Independent Movies, Sci-Fi & Fantasy, Thrillers",7,2020,3,91.0,,3,7,United States
Movie,2020,TV-MA,"Action & Adventure, Anime Features, International Movies",6,2020,3,75.0,,3,7,Japan
Movie,2020,TV-14,"Comedies, International Movies",6,2020,3,100.0,,2,4,Saudi Arabia
Movie,2017,R,"Dramas, Romantic Movies",9,2020,3,95.0,,2,10,United States
TV Show,2020,TV-MA,"International TV Shows, TV Dramas",6,2020,3,,1.0,2,10,Sweden
Movie,2017,PG,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",9,2020,3,113.0,,3,8,Japan
TV Show,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",7,2020,3,,1.0,3,12,Netherlands
Movie,2016,TV-14,"Documentaries, Sports Movies",10,2020,3,91.0,,2,1,United Kingdom
Movie,2020,TV-MA,Stand-Up Comedy,6,2020,3,62.0,,1,1,United States
TV Show,2020,TV-Y7,"British TV Shows, Kids' TV, TV Comedies",6,2020,3,,1.0,3,8,United Kingdom
TV Show,2018,TV-MA,Docuseries,8,2020,3,,1.0,1,1,United States
Movie,2014,R,Comedies,12,2020,3,93.0,,1,8,United States
Movie,2019,TV-14,"International Movies, Thrillers",7,2020,3,135.0,,2,8,India
Movie,2019,TV-Y,Children & Family Movies,7,2020,3,23.0,,1,6,Unknown
